,text,label
2656,"We went because there were people who were responsible for 3,000 American deaths.",1
2657,"Now as far as the balance of the world is concerned, I of course don't have as much time as Senator Kennedy had.",0
2658,"The mayor up there, on the program.",0
2659,"I felt very strongly about it, and I didn't want to go at the time.",0
2660,Proud that they voted for the right candidate.,0
2661,"I recognize we can't do it now, nor do I advocate an immediate withdrawal.",0
2662,"Today, according to Prime Minister Rabin, the Soviet Union is weaker in the Middle East than they have been in many, many years.",1
2663,"And take a look at mine, also, and you'll see.",0
2664,This current administration's worked hard to keep the parties at the table.,0
2665,"We have to be prepared to use military force against terrorist base camps, we have to work closely with our allies to make sure that they're working with us and we with them and we can give no quarter when it comes to breaking the back of international terrorism.",0
2666,"And he'll say it has something to do with Roe v. Wade, about the Illinois State Senate.",0
2667,"He says he's going to give you all a $5,000 tax credit.",1
2668,We need to have walk-in clinics.,0
2669,"The Freedom Support Act is something I got through the Congress, and it's a very good thing, because it does exactly what you say, and I think you agree with that, to help Russian democracy.",0
2670,And I expect to win.,0
2671,"The book you mentioned that Vice President Gore wrote, he also called for taxing -- big energy taxes in order to clean up the environment.",1
2672,I couldn't agree more that the Iraqis want to be free and that they could be free.,0
2673,"I believe the way to get the deficit down is to control the growth of mandatory spending programs, and not raise taxes on the American people.",0
2674,I don't want to --,0
2675,I want to thank the League of Women Voters and the city of Louisville for hosting this evening's debate.,0
2676,And how do we expect to be able to implement those?,0
2677,It's completely out of control.,0
2678,I visited a Chrysler dealership in Japan.,1
2679,"We do more good things for more people in our communities, our neighborhoods, than anywhere that I know of.",0
2680,"We sent up a good bill on clean water, a sound bill on clean water.",0
2681,"But I believe the evidence is that our deployments have been successful, in Haiti, in Bosnia, when we moved to Kuwait to repel Saddam Hussein's threatened invasion of Kuwait.",1
2682,"A $25 billion giveaway to the biggest corporations in America, including a $254 million refund check to Enron.",1
2683,But I salute him for his passion.,0
2684,"I think the woman that works with me, Rose Zamaria, is about as tough as a boot out there and makes some discipline and protects the taxpayer.",0
2685,"Well, this is another fundamental difference that I have with the vice president, just as I do in the case of health care for 37 million members of working families in this country who don't have health insurance.",1
2686,So I've got a history of reaching across the aisle.,1
2687,"But I am uh - very glad to point out that since 1969, during a Republican administrations, we have had ten million people taken off of the tax rolls at the lower end of the taxpayer area.",1
2688,You can pick it up tomorrow at a bookstore...,1
2689,And you can actually hear the audio of him saying that.,1
2690,"This is a group of killers who will not only kill here, but kill children in Russia, that'll attack unmercifully in Iraq, hoping to shake our will.",0
2691,Senator McCain continues to repeat this.,1
2692,We've climbed the mighty mountain.,0
2693,"But, ultimately, part of being principled, part of being a leader is, A, being able to describe exactly what it is that you intend to do, not just saying, ""I'll sit down,"" but you have to have a plan.",0
2694,She wants amnesty for everybody.,1
2695,So this is the way the president has overextended the United States.,0
2696,"That's the extreme pro-abortion position, quote, ""health.""",0
2697,So we have to do that.,0
2698,"Number one, you make more making computer chips than potato chips; and, number 2, 19 out of 20 computer chips that we have in this country now come from Japan.",1
2699,And that's where we're going right now unless we finally get off this spending and borrowing binge.,0
2700,"And if he had been in power, in other words, if we would have said, ""Let the inspectors work, or let's, you know, hope to talk him out.",0
2701,"In other words, there are practical things we can do.",0
2702,I've always been against them.,1
2703,We keep the good faith and credit of the United States.,0
2704,And you voted for it.,1
2705,And their aggression in Georgia is not acceptable behavior.,0
2706,"And I think that the Constitution has a right to privacy in it that shouldn't be subject to state referendum, any more than our First Amendment rights are subject to state referendum, any more than many of the other rights that we have should be subject to popular vote.",0
2707,"Now, whether that was Russia, whether that was China, whether it was another country, we don't know, because the truth is, under President Obama we've lost control of things that we used to have control over.",0
2708,I'm against giving anybody any kind of preference for something they're not qualified for.,0
2709,"Well number one on Indochina, Mr. Nixon talked in - before the newspaper editors in the spring of 1954 about putting, and I quote him, ""American boys into Indochina.""",1
2710,It's clear for everybody to see.,0
2711,Because it isn't a question of how much the federal government spends; it isn't a question of which government does the most.,0
2712,"What I called it, I labeled it affirmative access.",1
2713,"But when it comes to our military, what we have to think about is not, you know just budgets, we've got to think about capabilities.",0
2714,I believe you can protect the environment and grow the economy.,0
2715,We have always been willing to go the extra mile to negotiate for disarmament or in any other area.,1
2716,"Number two, let's help families right away by providing them a tax cut -- a middle-class tax cut for people making less than $200,000, and let's allow them to access their IRA accounts without penalty if they're experiencing a crisis.",0
2717,"And number three, we are going to find out who did this and we're going to hunt them down, because one of the things that I've said throughout my presidency is when folks mess with Americans, we go after them.",0
2718,"Let's give them a real choice, the kind of choice you had, and the kind of choice a lot of people have in America.",0
2719,I think that we do.,0
2720,How do we protect our people?,0
2721,"He voted twice for a budget resolution that increases the taxes on individuals making $42,000 a year.",1
2722,Let's look at it as graded by the National Taxpayers Union and the Citizens Against Government Waste and the other watchdog organizations.,0
2723,"And from those five, I always chose the first one or second one.",1
2724,"You know, we are at a defining moment in our history.",0
2725,So I do think we need to strengthen family.,0
2726,"I could run this string out a long time, but remember this, Jim.",0
2727,We're going to pull the country together.,0
2728,I know I'm ready for it.,0
2729,"Senator Obama said the surge could not work, said it would increase sectarian violence, said it was doomed to failure.",1
2730,Because that's one of the most critical issues here: North Korea.,0
2731,"And at the same time, assuming that I sign the tax bill that was mentioned by Mr. Gannon, we will in the last two tax bills have increased the minimum tax on all wealthy taxpayers.",1
2732,We do not spend a higher percentage of our income on public education than every other country.,1
2733,I have clear eyes on this.,0
2734,"Well, here's the problem with it: It sounds very good, but there's a reason that 500 economists, including seven Nobel prize winners and business periodicals like Business Week, and even Senator Dole's friends, Senator Warren Rudman, former Republican senator from New Hampshire, says it's not a practical program.",1
2735,"And Senator Fulbright, Senator Humphrey and I tried to do that.",0
2736,"We need some leverage with the Russians, because they are not going to come to the negotiating table for a diplomatic resolution, unless there is some leverage over them.",0
2737,We've got a plan to do so.,0
2738,But I am not going to slam the door on women and children.,0
2739,He is out there on out of the mainstream.,0
2740,"And you were right then, George, when you said it was no time for partisan demagoguery.",0
2741,"We returned $5.7 billion in tax rebates, credits and cuts to our people.",1
2742,I believe in strict constructionists.,0
2743,I would not wanna destroy the - the independence of the uh Federal Reserve - uh Board.,0
2744,"The government pays for Medicare and Medicaid, as you know, and that's very important.",1
2745,"Health care costs have gone up by $2,500 a family.",1
2746,"I would also like to uh - completely revise our criminal justice system - to do some of the things at the federal level in court reform that I've just described, as has been done in Georgia and other states.",0
2747,We can't have any more instances like what happened when Mr. Bush went to Japan and the Japanese prime minister said he felt sympathy for our country.,1
2748,This would take a lot of negotiation.,0
2749,"Because it's God's will, whatever happens.",0
2750,And I ask you for the privilege of leading our nation to be stronger at home and respected again in the world.,0
2751,It's given us the highest small business failure in 50 years.,1
2752,This goes to our survival.,0
2753,It's a question of priorities and values.,0
2754,"And that's an example of the kind of advocacy that we need, because women are increasingly the breadwinners in the family.",0
2755,Maybe that's part of the answer.,0
2756,"It may be a long period, but we must - we must get started immediately.",0
2757,"I wrote a book about it several years ago -- six, seven years ago -- called ""The New War,"" which saw the difficulties of this international criminal network.",1
2758,And I did as secretary of state.,1
2759,The other point that I would make is this: this downgrading of how much things cost I think many of our people will understand better when they look at what happened when - during the Truman Administration when the government was spending more than it took in - we found savings over a lifetime eaten up by inflation.,1
2760,There were a number of things in there that weakened that bill.,0
2761,"Now, I voted for the Patriot Act.",1
2762,"And there was a terrible reaction internationally to Mr. Bush saying he was going to give us 4 more years of trickle-down economics--another across-the- board tax cut and most of it going to the wealthy, with no real guarantee of investment.",1
2763,The grain sales have been a benefit to American agriculture.,0
2764,"But four years ago, I told the American people and I told you I would cut taxes for middle class families.",1
2765,"Here are a couple of differences, though, Jim.",0
2766,"If you make bad investments, that's too bad.",0
2767,I just can't do it.,0
2768,"But let me just say to all of America: if you hate people, I don't want your vote.",0
2769,"Well, it's not only my opinion.",0
2770,"Well, look, I understand your frustration and your cynicism, because while you've been carrying out your responsibilities -- most of the people here, you've got a family budget.",0
2771,And that's my biggest concern about my opponent.,0
2772,"That stands in stark contrast, by the way, to a man who is going to leave 50 million -- 50 million Americans out of tax relief.",1
2773,I favor the present depletion allowance.,0
2774,"But I will say, we are not doing the job we should be doing.",0
2775,And that's what I want to talk about.,0
2776,Less than two hundred for all the countries of Africa and they need trained leadership more than anything.,1
2777,But let's talk about what the Ford administration has done in the field of environment.,0
2778,"In addition to that, we're going to allow people 55 to 64 to buy into Medicare early.",1
2779,That is the growth that we are looking for; it is the growth that this Administration has supported and that its policies have stimulated.,0
2780,"Where possible, I want to give power back to the states and back to the people.",0
2781,The record does not show that.,1
2782,"That's exactly what our budget does, and it also then allows us to reduce our deficit, which is a significant national security concern.",1
2783,"I have given every bit of evidence, answered every question that's as- been asked me by any senator or any member of the House.",1
2784,"It's not by trickle-down government, saying we're going to take more money from people and hire more government workers, raise more taxes, put in place more regulations.",0
2785,"Good, I look forward to it.",0
2786,"See, we have an adversarial relationship between government and business.",0
2787,"And while I'm all for the McKinney bill, that, by itself, simply won't do.",0
2788,I found a couple of other things we agree upon.,0
2789,"Well, the difference is is that I can get it done.",0
2790,And with inspiration and hard work we can achieve great things.,0
2791,He said that many of these countries equate space developments with scientific productivity and scientific advancement.,1
2792,"In fact, I do have a plan that deals with people with pre-existing conditions.",0
2793,"There's another part of the lopsided economy that we're in today, and that is that these heavy deficits have killed exports and are swamping the Nation with cheap imports.",0
2794,The catalyst for this housing crisis was the Fannie and Freddie Mae that caused subprime lending situation that now caused the housing market in America to collapse.,1
2795,"I mean, whether we like it or not, and we could be very politically correct, but whether we like it or not, there is a problem.",0
2796,"But I would fight for a line-item veto, and I would certainly veto every earmark pork-barrel bill.",0
2797,We shouldn't do that.Ã¢â€°Â¤ That's the kind of Vice President I want.,0
2798,We can have enough clean energy to power every home.,1
2799,"You know, we have five percent of the world's population in this country.",1
2800,It's when you try to use that to undermine the integrity of private political -- or private religious faith and the use of the state is where -- for the most personal decisions in American life -- that's where I draw the line.,0
2801,"I'd like to ask the Governor to join in getting for the president what 43 governors have, the line-item veto.",1
2802,"You even brought some right-wing congressman into the White House to plot how to attack me for going to Russia in 1969-70, when over 50,000 other Americans did.",1
2803,"That is why I say that in this period of the sixties, America must move forward in every area.",0
2804,We're talking about drugs made right here in the United States of America that have American brand names on them and American bottles.,0
2805,But let me tell you where the president's policies have put us.,0
2806,Take a look at the migration.,0
2807,I would never and have never in all the years I've been there imposed a litmus test on any nominee to the court.,1
2808,"I never said -- and I defy you to find where I said -- I gave an extensive environmental speech in April, and I said that we ought to have a goal of raising the fuel efficiency standards to 40 miles a gallon.",1
2809,I think the experience of the twenties has shown what a free market could do to agriculture.,1
2810,"Now, Senator McCain is also right that it's difficult.",0
2811,I will not cut our military budget.,0
2812,I believe in self-reliance and individual initiative and risk takers being rewarded.,0
2813,"And I subscribe completely to the spirit that Senator Kennedy has expressed tonight, the spirit that the United States should move ahead.",0
2814,"He could leave the parties in doubt as to which one he would use; and therefore there would be incentive, instead of as now - the steel companies were ready to take the strike because they felt the injunction of eighty days would break the union, which didn't happen.",1
2815,I think it is important that the US stay in Europe and continue to guarantee the peace.,0
2816,"It's time to have somebody to step up and say look, let's let younger workers take some of their own money and under certain guidelines invest it in the private markets.",0
2817,"You know, my wife, Hillary, gave me a book about a year ago in which the author defined insanity as just doing the same old thing over and over again and expecting a different result.",1
2818,"And again, you might be able to make amendments all the time, Governor, but you've got to, as president, you can't be on all these different sides, and you can't have this pattern of saying well, I did this or I didn't, then the facts come out and you change it.",0
2819,"We are never going to fix it by the parties, because Democrats want a better advantage for themselves, we want a better advantage as Republicans, and that's not how it's going to work.",0
2820,"Secondly, there have been statements made that uh - the Democratic platform would cost a good deal of money and that I am in favor of unbalancing the budget.",1
2821,I believe we have to get ISIS.,0
2822,They don't enforce these kinds of things.,0
2823,"We received the support first of the Administration and then not, and we were defeated by one vote in the Senate.",1
2824,And so we've got to reverse this.,0
2825,He chose a tax cut for the wealthiest Americans over getting that equipment out into the homeland as fast as possible.,1
2826,They know that she's a role model to women and other -- and reformers all over America.,0
2827,"And I saw a unique threat in Saddam Hussein, as did my opponent, because we thought he had weapons of mass destruction.",0
2828,We need all the talent we can get.,0
2829,So what that means is that we can't simply drill our way out of the problem.,0
2830,And this area on the border has not been governed since the days of Alexander the Great.,1
2831,And the notion that we would sit with Ahmadinejad and not say anything while he's spewing his nonsense and his vile comments is ridiculous.,0
2832,"Well, think about what the governor -- think about what the governor just said.",0
2833,"Our tax structure is a disgrace, it needs to be reformed.",0
2834,Eight countries have left it.,1
2835,"I know this, 100% will get it if I'm the president.",0
2836,"And that's what I did, sir.",1
2837,We're helping youngsters; we're reaching out to them.,0
2838,"Now, it wasn't just on Wall Street.",0
2839,"Well, because I think that if the federal government moved out of the program and withdrew its supports uh - then I think you would have complete uh - economic chaos.",0
2840,"They are historic, they are strong, and they are enduring.",0
2841,And that is not reflected in the kind of budget that you're putting forward because it just doesn't work.,0
2842,All of which was opposed by my opponent.,1
2843,"The program that the president -- two-thirds of the budget, I as president never get to look at, never get to touch.",0
2844,To destroy life to save life is -- it's one of the real ethical dilemmas that we face.,0
2845,"And they all say, ""Well, it was a long time ago.""",0
2846,"Now, you point out, well, we're putting some back.",0
2847,He called the Arizona law a model for the nation.,1
2848,"Well, what he is saying there in effect, we're going to have inflation.",0
2849,"By the way, North Korea, most repressive and brutal regime probably on Earth.",0
2850,I've spent my entire life in the service of this nation and putting my country first.,1
2851,Which is a big mistake.,0
2852,"Now, whether it is rightful, on a single issue, for anyone to advocate that someone should not be elected or not, I won't take a position on that.",0
2853,It is 1.3 trillion Mr. Vice President.,1
2854,"It's sort of like what Senator Dole did when he sponsored the Americans with Disabilities Act and said to certain stores, okay, you have to make it accessible to people in wheelchairs.",1
2855,And that launched a campaign to try to get the record companies to put ratings that -- warning labels for parents.,1
2856,[Laughter] I don't have a plan to tax -- or increase taxes.,0
2857,"Groucho Marx said, ""Who do you believe?",1
2858,They would not have materialized for about nine to eighteen months.,0
2859,His own analysis says that unemployment will be slightly higher in 1995 under his plan than it is today.,1
2860,"And I think it's this pattern that troubles me, more than the draft.",0
2861,"And you wouldn't pay what the man needed to be paid, what he was charging you to do...",0
2862,I don't know how you draw that line.,0
2863,It wasn't created that is it was created as a whole retirement or supplement to retirement program.,1
2864,"He is so good with these computers, it's unbelievable.",0
2865,"And peace comes to the country, and prosperity.",0
2866,"And he was given a chance to vote, and he voted no.",1
2867,That is a very important objective -- to make certain that we continue to look forward to progress toward greater independence by these nations and work with each of them separately.,0
2868,All the nuclear weapons are not dismantled.,1
2869,"That, I don't think, is the kind of change that we need.",0
2870,And you've confirmed once again the fundamental decency and generosity of the American people.,0
2871,"You know, children listen to what is being said.",0
2872,"We can work with them, we can collaborate with them, if they're willing to be responsible.",0
2873,"I believe that the only unpopular measures, actually, that could be, or would be applied, would be unpopular with the government, and with those.",0
2874,And so I do think that a lot of the tone and tenor that he has said -- I'm proud of the campaign that Bernie Sanders and I ran.,0
2875,"But that's the time when you're tested not only -- it's the time to test your mettle, a time to test your heart when you see people whose lives have been turned upside down.",0
2876,"Honor, duty, and country, that's what America is all about.",0
2877,We haven't done enough in terms of transit; we haven't done enough in terms of ports.,0
2878,We'd better wait and see what the results are.,0
2879,But they are important and dangerous now because they are mounting a major effort within their own country.,0
2880,"Look, I respect his children.",0
2881,"I believe that any law- abiding, tax-paying citizen who shows up in the morning and doesn't break the law and doesn't interfere with his or her neighbors ought to have the ability to work in our country and shouldn't be subject to unfair discrimination.",0
2882,"And fortunately the rainy season will be ending shortly, which will make it easier to get aid there and help the long-suffering people there.",1
2883,"Textiles, shoes, things like that that we say are yesterday's industries.",0
2884,"But I have defined the issues and I am not going to let Governor Dukakis go through this election without explaining some of these very liberal position he's the one a liberal, traditional liberal a progressive liberal Democrat.",0
2885,This is one of the most important priorities that faces this country.,0
2886,"Number one, add another million children to the insured ranks through the Medicaid program.",0
2887,"When we say we're somebody's friend, everybody has got to believe it.",0
2888,Let's take all these four years in a row.,0
2889,"I want this nation to protect its air, its water, its land, and its public health.",0
2890,"It's been defective for a long time, many years, but the politicians haven't done anything about it.",1
2891,Maybe somebody here has done a little business with them.,0
2892,Small businesses across America will have to cut jobs and will have their taxes increase and won't be able to hire because of Senator Obama's tax policies.,0
2893,"Thank you, and good night.",0
2894,These interest rates we have now don't make any sense.,0
2895,Everybody says you can't do that with Congress.,0
2896,That's what's at stake in this election.,0
2897,"We had inflation of over 12 percent, we were on the brink of the worst recession in the last forty years, we were still deeply involved in the problems of Vietnam.",1
2898,"I was not put on the ballot by either of the 2 parties; I was not put on the ballot by any PAC money, by any foreign lobbyist money, by any special interest money.",1
2899,We in effect tried to make Israel the scapegoat for the problems in the Middle East.,1
2900,"No, but he's for weakening it.",0
2901,And I believe both a free Afghanistan and a free Iraq will serve as a powerful example for millions who plead in silence for liberty in the broader Middle East.,0
2902,I meet with them all the time.,0
2903,It's not going to cost the government money.,0
2904,"Of course, we're paying attention to these.",0
2905,And talk to any head of any of those key committees in the Senate.,0
2906,"And the President, Mr. Mondale, has called you whining and vacillating, among the more charitable phrases -- weak, I believe.",1
2907,"And I will support those reforms, and I will fund the ones that are reformed.",0
2908,And the facts are facts and records are records.,0
2909,And that fact is just not right.,1
2910,I'm optimistic we'll achieve -- I know we won't achieve if we send mixed signals.,0
2911,I know enough about your story to admire a lot of the things that you have done as a person.,0
2912,"So you cannot compare unemployment, as you sought to, uh - with the present time with the 1950s, because the then administration had people in the military - they were at war, they were fighting overseas, and this administration has reduced the size of the military by a million four hundred thousand.",1
2913,Many people are predicting a recession.,0
2914,"Well, they also know if they live in San Diego, Mr. President, if you're caught with 125 pounds of marijuana or less, you go back to Mexico.",1
2915,The fact is that there have been markets shut to us that we haven't stood up and fought for.,1
2916,"Well, I cannot see where a $.50 a gallon tax applied to gasoline would have changed the price of gasoline.",0
2917,And I believe that -- that we ought to recognize the value to our children and grandchildren of taking steps that preserve the environment in a way that's good for them.,0
2918,"I must remind him that we're at peace and during the period that he brags about unemployment being low, the United States was at war.",1
2919,"Did anybody go out and ask the people, how are you going to pay the extra money?",0
2920,If you don't grow the economy you can't get it done.,0
2921,"I was over running records in west Texas, and I got a call from her, come home; went to the doctor; the doctor said, beautiful child, your child has a few weeks to live.",1
2922,I'm going to keep my word to you.,0
2923,This is a family tax cut.,1
2924,"They're trying to say, ""Did you make a mistake going into Iraq?""",0
2925,It could also be lots of other people.,0
2926,I want to get one with Eastern Europe; I want to get one with Chile.,0
2927,"With regard to Social Security, I hope there'll be more time than just this minute to mention that, but I will say this: A President should never say ""never.''",0
2928,I think that says a great deal to the American people about the standards we'll set and the quality of the people that we will pick to serve in our Administration.,0
2929,"Because if we can keep our prosperity going, if we can continue balancing the budget and paying down the debt, then the strong economy keeps generating surpluses.",0
2930,You don't negotiate with Mr. Brezhnev from weakness.,0
2931,"I was seeing B-52s, they're old enough that your father, your grandfather could be flying them.",1
2932,They've had their chance to deliver a tax cut to you.,0
2933,"I'm opposed to that, was opposed to it in October, 1958.",1
2934,I think we ought to have character education in our schools.,0
2935,But I'll respond to a couple of things that you mentioned.,0
2936,The federal government didn't hire our teachers.,1
2937,I was born in Detroit.,1
2938,"If you forecast it out, we still have a significant deficit under each of their plans, as I understand them.",0
2939,And that is the continued discussion and claim that somehow I am the villain who is going to pull the Social Security checks out from those people who are dependent on them.,0
2940,"We allow you -- if you choose to, you don't have to -- but we give you broader competition to allow you to buy into the same health care plan that senators and congressmen give themselves.",1
2941,"In the meantime, I'm going to continue praying that they'll carne home.",0
2942,"And a lot of them, as you say, Candy, have been out of work for a long, long, long time.",0
2943,But how does that compare with the problem of a woman who is raped?,0
2944,We've got to help Russia succeed in its revolution and all of its republics.,0
2945,"Now, Senator McCain and I do agree, this is the greatest nation on earth.",0
2946,"And I am going to be a president who is serious, I hope and expect will be liked by the American people.",0
2947,"And if a few more people had gone to the polls and voted in 1968, Hubert Humphrey would have been President; Richard Nixon would not.",0
2948,"Now, I said there was a contrast.",1
2949,"In order to bring the cost of health care down, we don't need to have a board of 15 people telling us what kinds of treatments we should have.",0
2950,And they get health care.,1
2951,Let's just talk about the CAFE standards -- that's the fuel efficiency standards.,1
2952,"That's not what I do as president, that's not what I do as Commander in Chief.",0
2953,We have the most expensive health care system in the world.,1
2954,"Some of it's said -- somebody who's been very vicious to me, Rosie O'Donnell, I said very tough things to her, and I think everybody would agree that she deserves it and nobody feels sorry for her.",0
2955,"And I really believe that it - it's far better for us and for the Soviet Union, and more importantly for the people around the world, that these two superpowers find an answer for a SALT II agreement before October three, 1977.",0
2956,"And at the same time a willingness to move forward steadily, thoughtfully cautiously.",0
2957,I think it is respecting life to do it in an ethical way.,0
2958,"As a matter of fact, this is a global effort.",1
2959,But that's not what you've done in the last four years.,0
2960,"Now, that I think has to be our policy, because they are threatening to kill more Americans.",1
2961,There are no magic answers to do it.,0
2962,I want to make sure our timekeepers are working here.,0
2963,We don't know what the future's going to bring.,0
2964,I am going to renegotiate NAFTA.,0
2965,I also think we ought to continue to have good adoption law as an alternative to abortion.,0
2966,That is where I think the future of the world lies.,0
2967,I'm standing here as proof that in America the possibilities are unlimited.,0
2968,"And this is part of that liberal establishment, one of those liberal things that you just can't do.",0
2969,"If we can reduce our energy consumption, that reduces the amount of petro dollars that they have to make mischief around the world.",0
2970,It will be good for our economy and it will be good for job creation.,0
2971,"George Bush never suggested that we eliminate funding for Planned Parenthood, so there are differences between Governor Romney and George Bush, but they're not on economic policy.",1
2972,"And I'm very happy that John Kennedy was elected, because John Kennedy looked at the future with courage, saw what needed to be done, and understood his own government.",0
2973,"He wants to give you sort of a government tax cut, which really doesn't mean anything.",0
2974,"Mr. Ford is a good and decent man, but he's in - been in office now more than eight hundred days approaching almost as long as John Kennedy was in office.",1
2975,Our unemployment rate is twice as high as it is in Italy; it's three or four times as high as it is - as it is in Japan.,1
2976,"If you have a heart problem, you don't wait till a heart attack to address it.",0
2977,Why don't I want to raise taxes on people?,0
2978,That's not just going after places where there's abuse.,0
2979,"They can't squeeze another desk in for her, so she has to stand during class.",0
2980,You don't have anywhere to sleep.,0
2981,"And he wrote out another letter, and that was a letter of resignation from the United States Army for the failure of the landings at Normandy.",1
2982,"And as a result, the families of some of our young servicemen are on food stamps today.",1
2983,I come from a different point.,0
2984,Five million jobs doesn't even keep up with our population growth.,1
2985,"Businesses can contribute, employees can contribute on a contractual basis.",0
2986,"And these businesses, many of them have gone out of business, I think about half of them, of the ones have been invested in have gone out of business.",1
2987,"But personally, I'd rather deal with the other problems having put that lid on their nuclear program than still to be facing that.",0
2988,Even the proponents of it admitted that no more than four hundred thousand jobs would be uh - made available.,1
2989,Milosevic's government refuses to release the vote count.,1
2990,So why aren't you putting money into your own campaign?,0
2991,We can't say we're going to do things and then not explain in concrete terms how we're going to pay for it.,0
2992,Now we will probably need to increase that to same extent.,0
2993,"That's an odd thing to say, since we've tripled the homeland security budget from $10 billion to $30 billion.",1
2994,"We've got to deal with this problem, and those of us who want to be your President should tell you now what we're going to do, so you can make a judgment.",0
2995,Governor Carter again is talking in broad generalities.,1
2996,"And we've got to do a lot of work in Africa to promote democracy and trade, and there are some -- Vice President mentioned Nigeria is a fledgling democracy.",0
2997,I have a plan for doing that.,0
2998,I'm not going to continue trying to respond to these repetitions of the falsehoods that have already been stated here.,0
2999,He also said Saddam Hussein would have been stronger.,1
3000,"And without a college level job, that's just unacceptable.",0
3001,"I certainly didn't feel I should commit American troops to throw him out of where he had gone, and that was the only way to do that.",0
3002,That's the analysis of economists who have looked at this.,1
3003,"I would hope, under a different monetary policy, that it would be possible to reduce that interest-rate burden, at least a billion dollars.",0
3004,But the leaders that we wanted to get are all gone because they're smart.,1
3005,I've campaigned on this since the primaries.,1
3006,"I was in Pennsylvania with someone who had just graduated -- this was in Philadelphia -- and she said, ""I've got my degree.",1
3007,We have to trust people to make decisions with their lives.,0
3008,You know several states now are letting people vote over three weeks.,1
3009,We have a commission on campaign finance reform.,1
3010,The president has been AWOL for four years.,1
3011,Renee Proval (ph) is probably better off than he was four years ago.,0
3012,"You could knock out the tax increases and you could do what the people want, and that's create enterprise zones.",0
3013,"I think that we should require states to test all students, test schools and school districts, and I think that we should go further and require teacher testing for new teachers also.",0
3014,We encourage parents to take a look at the comparative results of schools.,0
3015,We cannot solve this problem all on our own.,0
3016,And we are going to have to intervene; there's no doubt about that.,0
3017,I think you believe in them.,0
3018,"But unfortunately, in nowhere in the world is America's influence will grow.",0
3019,"Von Fremd, the first thing we have to do is to continue to keep confidence abroad in the American dollar.",0
3020,"What I've called for is a tax cut for 95 percent of working families, 95 percent.",1
3021,So merit selection of judges is the most important single criterion.,0
3022,"But I want to repeat, if you have a state that fully supports the law like we do in Texas, we're going to go after all crime.",0
3023,"Well, you're right about Islamophobia, and that's a shame.",0
3024,We're suing each other too much and caring for each other too little.,0
3025,I do not say that.,1
3026,"And you say: Well, how are you going to pay for it?",0
3027,You don't measure it by a percentage increase.,0
3028,"And from the a- analysis that I've made so far, it seems to me that that tax bill does uh - justify my signature and my approval.",0
3029,I don't think that even if that effort fails that it will be necessary to carry on tests in the atmosphere which pollute the atmosphere.,0
3030,"Show us if they are learning to read, write, add and subtract and if so there will be bonus plans.",0
3031,"That's why Senator Hagel, Republican, says, you know: beyond pitiful, beyond embarrassing, in the zone of dangerous.",0
3032,People will be able to take their HMO insurance company to court.,0
3033,"Let -- let me just finish their point, because you're looking for contrast.",0
3034,They know what it's like not to have family leave or childcare.,1
3035,In fact it makes it less likely for them to come here...,0
3036,And we have a fundamental choice to make.,0
3037,"We are 2nd in tax burden, the 2nd lowest tax burden in the country.",1
3038,Two questions: How do you deter nuclear attack without modernizing our nuclear forces when the Soviets are modernizing and how come you spend-willing to spend a dime on something that you consider a fantasy and a fraud.,0
3039,But he never apologizes for anything to anyone.,0
3040,"Now, isn't it strange that that same woman could have taken the life of her unborn child, and it was abortion and not murder, but if somebody else does it, that's murder?",0
3041,Osama bin Laden doesn't get to decide.,0
3042,"[Applause] I propose a budget -- I have proposed a budget which would increase our nation's strength, in real terms, by double that of the Soviet Union.",0
3043,"Will we do the things that we know must be done and know that one day, down in history 100 years or perhaps before, someone will say, ""Thank God for those people back in the 1980's for preserving our freedom, for saving for us this blessed planet called Earth, with all its grandeur and its beauty.''",0
3044,"The Oregon plan made some good sense, but it's easy to dismiss the concerns of the disabled.",0
3045,We are a rising nation.,1
3046,"Are we going to step up to the plate as a nation the way we did after World War II, the way that generation of heroes said okay, the United States is going to be the leader.",0
3047,I ask the American people to join me in this partnership.,0
3048,You see the turmoil in Poland today.,0
3049,"The Taliban came back in, Al Qaida, we then had the situation that required us to conduct the Afghan war.",1
3050,"And also make sure that when they get out of college, there's a job.",0
3051,"And DeGaulle waved them off and said, ""No, no, no, no.",1
3052,"And so part of leadership and governing is both saying what it is that you are for, but also being willing to say no to some things.",0
3053,"And now, five weeks before the election, he's saying that his big, bold idea is, ""Never mind.""",1
3054,And we want a democracy in Afghanistan.,0
3055,That's been one of the hallmarks of my administration.,0
3056,"We have to work to make sure that our police are using the best training, the best techniques, that they're well prepared to use force only when necessary.",0
3057,She's the 36th student in that classroom.,1
3058,Didn't close off the borders.,0
3059,I will knock the hell out of ISIS.,0
3060,There must be an absolute guarantee.,0
3061,I'm going to make sure we can continue to burn clean coal.,0
3062,"But I do make a pledge that in the next ten days when we're asking the American people to make one of the most important decisions in their lifetime, because I think this election is one of the mast vital in the history of America, that uh - we do together what we can to stimulate voter participation.",0
3063,Let me just finish the point.,0
3064,I don't believe that's in the American people's interest.,0
3065,And the confidence that those countries recovering from the wounds of war had by having troops there.,0
3066,We seem to come full circle again.,0
3067,Over the last 5 years our income has grown more rapidly than the national average.,1
3068,You're spending millions and millions of dollars in negative ads frightening senior citizens.,0
3069,I was hoping diplomacy would work.,0
